Postcode,ULEZ
NW11 9AJ,Current ULEZ
NW2 2QL,Current ULEZ
NW11 8PJ,Current ULEZ
NW2 1HB,Current ULEZ
NW2 2QT,Current ULEZ
NW11 8SX,Current ULEZ
NW2 2RE,Current ULEZ
N2 9JJ,Current ULEZ
N2 0RN,Current ULEZ
N10 2ES,Current ULEZ
NW2 2PH,Current ULEZ
N2 0RL,Current ULEZ
NW11 7TS,Current ULEZ
NW11 9TP,Current ULEZ
NW2 2JH,Current ULEZ
N2 8EU,Current ULEZ
NW3 7UH,Current ULEZ
NW11 0ES,Current ULEZ
N2 0BP,Current ULEZ
NW11 7DY,Current ULEZ
N2 8LX,Current ULEZ
NW11 6XU,Current ULEZ
N2 0BL,Current ULEZ
N2 0LG,Current ULEZ
NW3 7BS,Current ULEZ
NW2 1EX,Current ULEZ
NW2 1AB,Current ULEZ
NW11 6PX,Current ULEZ
N10 1EY,Current ULEZ
NW2 2JP,Current ULEZ
NW11 7XD,Current ULEZ
N2 0LY,Current ULEZ
N2 8NB,Current ULEZ
NW11 7GZ,Current ULEZ
N2 8EW,Current ULEZ
NW11 7HP,Current ULEZ
N2 8JU,Current ULEZ
N10 2NL,Current ULEZ
NW11 6TE,Current ULEZ
N2 9JN,Current ULEZ
NW11 8AE,Current ULEZ
NW2 1SG,Current ULEZ
N10 2LX,Current ULEZ
NW11 6PT,Current ULEZ
N2 9PT,Current ULEZ
NW11 9QL,Current ULEZ
N10 2NS,Current ULEZ
N2 8BL,Current ULEZ
NW11 6EG,Current ULEZ
N2 0JX,Current ULEZ
NW2 2DX,Current ULEZ
NW2 2HL,Current ULEZ
NW2 2JU,Current ULEZ
N2 8JE,Current ULEZ
NW11 7ND,Current ULEZ
N2 0RY,Current ULEZ
N2 0DR,Current ULEZ
NW11 9TA,Current ULEZ
NW11 7RH,Current ULEZ
N2 0ND,Current ULEZ
NW11 6TP,Current ULEZ
NW11 9LX,Current ULEZ
NW2 1NL,Current ULEZ
N2 0NP,Current ULEZ
NW2 1LS,Current ULEZ
NW11 7LJ,Current ULEZ
NW11 0RN,Current ULEZ
NW2 2BR,Current ULEZ
NW11 6RB,Current ULEZ
NW2 1SE,Current ULEZ
NW11 7XP,Current ULEZ
NW2 2QJ,Current ULEZ
NW11 8NA,Current ULEZ
NW2 1BU,Current ULEZ
NW11 7DX,Current ULEZ
N2 8NL,Current ULEZ
NW2 3AB,Current ULEZ
NW11 7LA,Current ULEZ
NW11 6NA,Current ULEZ
N2 8NY,Current ULEZ
NW11 9HD,Current ULEZ
NW2 1PN,Current ULEZ
NW2 2BS,Current ULEZ
NW11 9AG,Current ULEZ
NW11 7TG,Current ULEZ
NW11 7PH,Current ULEZ
NW11 9TU,Current ULEZ
N2 9BS,Current ULEZ
NW11 7JR,Current ULEZ
NW11 8HJ,Current ULEZ
N2 0DN,Current ULEZ
NW11 6EA,Current ULEZ
N2 0LX,Current ULEZ
N2 0BS,Current ULEZ
NW11 0PJ,Current ULEZ
NW2 1NJ,Current ULEZ
NW11 7XL,Current ULEZ
NW11 8QL,Current ULEZ
NW11 6UB,Current ULEZ
N2 9BE,Current ULEZ
NW11 6SD,Current ULEZ
N2 9BG,Current ULEZ
NW2 1QR,Current ULEZ
NW11 9BX,Current ULEZ
NW2 1TN,Current ULEZ
N10 1HB,Current ULEZ
NW2 2RH,Current ULEZ
NW11 6QD,Current ULEZ
NW11 7NL,Current ULEZ
NW11 0NG,Current ULEZ
NW2 1SB,Current ULEZ
NW2 2SJ,Current ULEZ
NW11 0AY,Current ULEZ
N10 2NX,Current ULEZ
N2 8DQ,Current ULEZ
NW11 6PR,Current ULEZ
N2 0LD,Current ULEZ
N2 0AP,Current ULEZ
NW11 6QB,Current ULEZ
NW11 7BD,Current ULEZ
N2 8AH,Current ULEZ
NW2 1ES,Current ULEZ
NW2 2BP,Current ULEZ
N10 2RJ,Current ULEZ
NW11 9JT,Current ULEZ
NW11 6SL,Current ULEZ
NW11 0RP,Current ULEZ
N2 0QL,Current ULEZ
N10 1AS,Current ULEZ
NW11 0HL,Current ULEZ
NW11 7DG,Current ULEZ
N2 8NJ,Current ULEZ
NW11 8AU,Current ULEZ
NW3 7UE,Current ULEZ
NW11 8PG,Current ULEZ
N2 8EA,Current ULEZ
NW11 7TE,Current ULEZ
NW11 9JJ,Current ULEZ
N10 2LR,Current ULEZ
NW2 3DS,Current ULEZ
NW11 9SL,Current ULEZ
N2 0AL,Current ULEZ
NW11 7JB,Current ULEZ
NW11 9AP,Current ULEZ
NW2 1DF,Current ULEZ
NW2 1HN,Current ULEZ
NW2 2QG,Current ULEZ
NW11 7NX,Current ULEZ
NW11 7SU,Current ULEZ
NW11 6EH,Current ULEZ
NW11 7AX,Current ULEZ
N2 8DD,Current ULEZ
NW11 6PA,Current ULEZ
NW11 6UY,Current ULEZ
NW2 1TL,Current ULEZ
NW11 0NY,Current ULEZ
NW11 9PU,Current ULEZ
NW11 9NH,Current ULEZ
NW11 6XD,Current ULEZ
NW2 2QE,Current ULEZ
N10 1JX,Current ULEZ
NW2 1HH,Current ULEZ
N10 2RP,Current ULEZ
NW11 8JN,Current ULEZ
NW11 8QE,Current ULEZ
NW3 7HS,Current ULEZ
NW11 7NG,Current ULEZ
NW11 0NS,Current ULEZ
NW2 6ND,Current ULEZ
N2 8LN,Current ULEZ
NW2 1NG,Current ULEZ
NW11 6NY,Current ULEZ
NW11 7AB,Current ULEZ
NW3 7NL,Current ULEZ
NW3 7JL,Current ULEZ
NW2 1HJ,Current ULEZ
NW11 0HJ,Current ULEZ
NW11 7AA,Current ULEZ
NW11 8PP,Current ULEZ
NW11 9EX,Current ULEZ
N10 2HL,Current ULEZ
N10 1AU,Current ULEZ
NW11 7NS,Current ULEZ
NW11 0NX,Current ULEZ
NW11 6XA,Current ULEZ
NW2 2DG,Current ULEZ
N2 0QG,Current ULEZ
NW11 0ER,Current ULEZ
NW11 7DP,Current ULEZ
NW2 1HL,Current ULEZ
NW11 0NT,Current ULEZ
NW2 1TU,Current ULEZ
NW2 1TR,Current ULEZ
NW2 2EA,Current ULEZ
NW11 9AL,Current ULEZ
N2 8EZ,Current ULEZ
NW2 2RF,Current ULEZ
NW11 7TT,Current ULEZ
N2 9BA,Current ULEZ
N2 0RJ,Current ULEZ
NW11 6TD,Current ULEZ
N2 9BH,Current ULEZ
N2 0AN,Current ULEZ
NW11 0BL,Current ULEZ
NW11 7JL,Current ULEZ
NW11 7AU,Current ULEZ
N2 0ER,Current ULEZ
N2 9BJ,Current ULEZ
NW11 6HH,Current ULEZ
N2 0BX,Current ULEZ
NW2 6GH,Current ULEZ
NW11 0EU,Current ULEZ
N2 0EF,Current ULEZ
NW11 0NH,Current ULEZ
N2 0QP,Current ULEZ
NW2 1RG,Current ULEZ
NW11 7AS,Current ULEZ
NW11 6PP,Current ULEZ
NW2 1AT,Current ULEZ
NW3 7JE,Current ULEZ
NW11 0EG,Current ULEZ
NW11 8HD,Current ULEZ
N2 9EN,Current ULEZ
NW11 7AE,Current ULEZ
NW11 0LT,Current ULEZ
NW11 7EY,Current ULEZ
NW11 0ND,Current ULEZ
NW11 8HP,Current ULEZ
N10 2NP,Current ULEZ
NW11 0EL,Current ULEZ
NW11 8PL,Current ULEZ
N10 2PJ,Current ULEZ
NW2 2QN,Current ULEZ
NW11 8ET,Current ULEZ
N2 8LY,Current ULEZ
NW11 7DS,Current ULEZ
NW2 1BR,Current ULEZ
NW11 7JY,Current ULEZ
N10 1JW,Current ULEZ
NW11 7LH,Current ULEZ
NW11 6PJ,Current ULEZ
N2 9DD,Current ULEZ
N2 0TW,Current ULEZ
N2 0TQ,Current ULEZ
NW2 6QD,Current ULEZ
NW2 1LJ,Current ULEZ
NW11 7DE,Current ULEZ
N10 1EX,Current ULEZ
NW11 6PZ,Current ULEZ
NW2 2AJ,Current ULEZ
N10 2ET,Current ULEZ
NW2 2EZ,Current ULEZ
NW11 9SP,Current ULEZ
NW11 6EJ,Current ULEZ
NW11 7RN,Current ULEZ
NW11 8BT,Current ULEZ
NW11 0PA,Current ULEZ
N2 0PP,Current ULEZ
NW11 9AY,Current ULEZ
NW2 1DZ,Current ULEZ
NW11 6UD,Current ULEZ
NW2 2JY,Current ULEZ
NW2 1ET,Current ULEZ
NW11 6QA,Current ULEZ
NW2 1FD,Current ULEZ
N2 0NL,Current ULEZ
NW11 8QD,Current ULEZ
N2 0QQ,Current ULEZ
NW11 8RT,Current ULEZ
NW11 0AX,Current ULEZ
NW11 7RU,Current ULEZ
N2 0DP,Current ULEZ
NW11 6QE,Current ULEZ
NW11 7LL,Current ULEZ
NW11 7AY,Current ULEZ
NW11 8PT,Current ULEZ
NW11 7BB,Current ULEZ
NW2 1HP,Current ULEZ
N2 8GS,Current ULEZ
NW2 1AR,Current ULEZ
NW11 0AN,Current ULEZ
NW11 8PE,Current ULEZ
NW11 8EB,Current ULEZ
NW11 8QJ,Current ULEZ
N2 8GA,Current ULEZ
NW11 7HN,Current ULEZ
N2 8JH,Current ULEZ
NW11 7NH,Current ULEZ
N2 0BB,Current ULEZ
NW11 8LD,Current ULEZ
NW11 7XS,Current ULEZ
NW2 6NH,Current ULEZ
NW11 7JX,Current ULEZ
N2 0XH,Current ULEZ
NW2 6QG,Current ULEZ
N2 0EQ,Current ULEZ
N2 9BN,Current ULEZ
N2 0PZ,Current ULEZ
NW11 6PS,Current ULEZ
N2 9NG,Current ULEZ
NW11 7LP,Current ULEZ
N2 0QY,Current ULEZ
NW11 7RP,Current ULEZ
NW11 7JS,Current ULEZ
NW11 6XP,Current ULEZ
N2 0SQ,Current ULEZ
NW11 8EU,Current ULEZ
NW11 8JS,Current ULEZ
NW11 7AD,Current ULEZ
NW11 9RN,Current ULEZ
NW2 2DQ,Current ULEZ
N2 9AA,Current ULEZ
NW11 6AB,Current ULEZ
N2 0NS,Current ULEZ
NW11 0DN,Current ULEZ
NW11 7JT,Current ULEZ
NW2 3DU,Current ULEZ
NW2 2DS,Current ULEZ
NW2 1TP,Current ULEZ
NW11 8RU,Current ULEZ
NW11 0BB,Current ULEZ
NW11 6PU,Current ULEZ
NW11 7HY,Current ULEZ
NW11 7TU,Current ULEZ
N2 8BQ,Current ULEZ
NW11 6LX,Current ULEZ
NW11 0QY,Current ULEZ
NW2 2TH,Current ULEZ
NW11 6DY,Current ULEZ
NW11 8HN,Current ULEZ
NW2 3EA,Current ULEZ
NW11 8LG,Current ULEZ
NW2 1XQ,Current ULEZ
NW11 8LH,Current ULEZ
NW11 6AH,Current ULEZ
NW11 6PY,Current ULEZ
NW11 7NJ,Current ULEZ
NW11 6YB,Current ULEZ
NW2 2PS,Current ULEZ
NW2 1FE,Current ULEZ
N2 0RU,Current ULEZ
NW11 8LJ,Current ULEZ
NW11 6SE,Current ULEZ
NW11 8AB,Current ULEZ
N2 8EY,Current ULEZ
NW11 7DN,Current ULEZ
NW2 1RD,Current ULEZ
NW11 9TR,Current ULEZ
NW2 1LW,Current ULEZ
NW2 2QU,Current ULEZ
NW11 8AY,Current ULEZ
NW2 1LP,Current ULEZ
NW11 7SS,Current ULEZ
NW11 6AA,Current ULEZ
NW11 9AQ,Current ULEZ
NW11 7PL,Current ULEZ
NW11 9PT,Current ULEZ
N10 1ST,Current ULEZ
NW11 6XJ,Current ULEZ
NW2 6NJ,Current ULEZ
NW2 1FA,Current ULEZ
NW11 8RG,Current ULEZ
N2 0NB,Current ULEZ
NW2 1FB,Current ULEZ
NW11 7AT,Current ULEZ
NW11 8RA,Current ULEZ
N2 0HU,Current ULEZ
N2 8DB,Current ULEZ
NW11 8RD,Current ULEZ
NW11 8QT,Current ULEZ
NW2 1DT,Current ULEZ
N2 8DF,Current ULEZ
N2 0SE,Current ULEZ
NW2 1DR,Current ULEZ
NW11 8RB,Current ULEZ
NW11 8RH,Current ULEZ
NW11 8RQ,Current ULEZ
NW11 0DJ,Current ULEZ
NW11 0JJ,Current ULEZ
NW11 0HS,Current ULEZ
NW11 0DH,Current ULEZ
NW11 0JD,Current ULEZ
NW11 0HU,Current ULEZ
NW11 6BU,Current ULEZ
NW11 8QB,Current ULEZ
NW11 0HP,Current ULEZ
NW11 8RE,Current ULEZ
N2 0LT,Current ULEZ
N2 0LU,Current ULEZ
NW11 9NL,Current ULEZ
NW11 0BF,Current ULEZ
NW2 2BE,Current ULEZ
N2 0SX,Current ULEZ
N2 9DJ,Current ULEZ
NW2 1DU,Current ULEZ
NW2 2LL,Current ULEZ
NW2 2LJ,Current ULEZ
NW2 2LB,Current ULEZ
N2 9DL,Current ULEZ
NW2 2DW,Current ULEZ
NW11 8AN,Current ULEZ
NW11 6JP,Current ULEZ
NW2 2LD,Current ULEZ
NW2 2JX,Current ULEZ
NW11 6JD,Current ULEZ
NW2 1AQ,Current ULEZ
NW2 2AX,Current ULEZ
NW2 1DY,Current ULEZ
NW2 2DL,Current ULEZ
NW2 1DX,Current ULEZ
NW11 6JT,Current ULEZ
NW11 7LN,Current ULEZ
NW11 8SP,Current ULEZ
NW11 6JY,Current ULEZ
NW2 2AZ,Current ULEZ
NW2 2BF,Current ULEZ
NW11 6JE,Current ULEZ
NW11 8AL,Current ULEZ
NW11 6JJ,Current ULEZ
N2 0SY,Current ULEZ
NW2 2BA,Current ULEZ
NW11 6LB,Current ULEZ
NW2 2BZ,Current ULEZ
N2 0RH,Current ULEZ
NW2 1UU,Current ULEZ
NW2 1EA,Current ULEZ
NW11 6LS,Current ULEZ
NW2 2DU,Current ULEZ
NW11 6LG,Current ULEZ
NW11 6LJ,Current ULEZ
NW11 0JB,Current ULEZ
N10 2HE,Current ULEZ
NW11 9NJ,Current ULEZ
NW2 2LA,Current ULEZ
N2 0BH,Current ULEZ
NW11 6LP,Current ULEZ
NW11 0AG,Current ULEZ
NW2 2LG,Current ULEZ
NW3 7UT,Current ULEZ
NW11 9NT,Current ULEZ
NW11 0AE,Current ULEZ
NW2 2LE,Current ULEZ
NW11 6JG,Current ULEZ
NW11 6LU,Current ULEZ
NW2 2EF,Current ULEZ
N2 9FD,Current ULEZ
NW11 0HN,Current ULEZ
N10 2JF,Current ULEZ
NW2 2LH,Current ULEZ
NW2 2FA,Current ULEZ
NW11 0HD,Current ULEZ
NW11 9LS,Current ULEZ
NW2 1BH,Current ULEZ
N2 8EB,Current ULEZ
N2 8AT,Current ULEZ
NW11 8ND,Current ULEZ
N2 0AS,Current ULEZ
NW11 6ET,Current ULEZ
NW11 8NE,Current ULEZ
N2 9QE,Current ULEZ
NW11 6EX,Current ULEZ
NW2 2QA,Current ULEZ
N2 9QD,Current ULEZ
NW2 2QD,Current ULEZ
NW2 2PY,Current ULEZ
NW11 9LT,Current ULEZ
NW11 6EU,Current ULEZ
NW11 9LY,Current ULEZ
N2 9QG,Current ULEZ
NW2 2QB,Current ULEZ
NW11 6ES,Current ULEZ
NW11 9NA,Current ULEZ
N2 0UL,Current ULEZ
N2 9QB,Current ULEZ
N2 0AR,Current ULEZ
NW11 9NB,Current ULEZ
NW2 6QL,Current ULEZ
NW2 1UR,Current ULEZ
NW2 1US,Current ULEZ
N2 8DS,Current ULEZ
N2 8LB,Current ULEZ
N2 8DU,Current ULEZ
NW3 7UP,Current ULEZ
N2 9EJ,Current ULEZ
N2 8DT,Current ULEZ
N2 0TH,Current ULEZ
N2 0TB,Current ULEZ
N2 8DX,Current ULEZ
N2 8HE,Current ULEZ
N2 9DA,Current ULEZ
NW11 6HS,Current ULEZ
N10 2HA,Current ULEZ
NW11 0QA,Current ULEZ
NW2 2HB,Current ULEZ
N2 9DY,Current ULEZ
N2 9DB,Current ULEZ
NW2 2HA,Current ULEZ
NW11 6HD,Current ULEZ
N2 0LF,Current ULEZ
NW2 2EY,Current ULEZ
NW11 6HR,Current ULEZ
NW11 6HJ,Current ULEZ
NW11 6UA,Current ULEZ
N2 9DZ,Current ULEZ
NW11 6EY,Current ULEZ
NW11 6HG,Current ULEZ
N2 9EA,Current ULEZ
NW2 2HD,Current ULEZ
N2 0TE,Current ULEZ
NW11 0PY,Current ULEZ
NW11 6HU,Current ULEZ
N2 0LE,Current ULEZ
N2 9QA,Current ULEZ
NW2 2HE,Current ULEZ
N2 8DR,Current ULEZ
N2 0TD,Current ULEZ
NW11 9UA,Current ULEZ
NW2 2GD,Current ULEZ
NW2 2HG,Current ULEZ
NW11 6HT,Current ULEZ
NW11 6TY,Current ULEZ
N10 2JE,Current ULEZ
NW2 1UP,Current ULEZ
N2 8HU,Current ULEZ
NW11 6SX,Current ULEZ
N10 2HS,Current ULEZ
N2 0QR,Current ULEZ
N10 2HX,Current ULEZ
N2 8HT,Current ULEZ
N2 0AD,Current ULEZ
N10 2JD,Current ULEZ
N10 2HT,Current ULEZ
NW11 9BU,Current ULEZ
NW11 9BP,Current ULEZ
N10 2HR,Current ULEZ
NW11 9BS,Current ULEZ
NW11 9BT,Current ULEZ
N10 2JB,Current ULEZ
NW11 0PX,Current ULEZ
N2 8DZ,Current ULEZ
NW11 6HB,Current ULEZ
NW11 6HA,Current ULEZ
N2 9PA,Current ULEZ
N2 0QS,Current ULEZ
NW11 6TA,Current ULEZ
N10 2PP,Current ULEZ
N2 0UZ,Current ULEZ
N2 0JF,Current ULEZ
NW11 0EN,Current ULEZ
N2 0JE,Current ULEZ
NW11 8TE,Current ULEZ
N2 0NF,Current ULEZ
NW11 8TG,Current ULEZ
NW11 0EP,Current ULEZ
NW11 8TH,Current ULEZ
N2 0HX,Current ULEZ
N2 0HY,Current ULEZ
NW11 6SY,Current ULEZ
NW2 6QN,Current ULEZ
N2 8AG,Current ULEZ
NW11 7AN,Current ULEZ
NW11 6NX,Current ULEZ
N2 9AE,Current ULEZ
NW11 6UG,Current ULEZ
N2 0HD,Current ULEZ
N2 9ED,Current ULEZ
N2 0EZ,Current ULEZ
NW2 1XD,Current ULEZ
NW2 2BJ,Current ULEZ
N2 9BX,Current ULEZ
N2 9PN,Current ULEZ
N2 8HB,Current ULEZ
N2 8BW,Current ULEZ
N2 9PS,Current ULEZ
NW11 6NH,Current ULEZ
N2 9EB,Current ULEZ
NW11 6NS,Current ULEZ
N2 0HQ,Current ULEZ
NW11 7AR,Current ULEZ
NW11 7AP,Current ULEZ
NW2 2DZ,Current ULEZ
N2 0EY,Current ULEZ
N2 9AD,Current ULEZ
NW2 2PT,Current ULEZ
N2 8AN,Current ULEZ
NW11 8SD,Current ULEZ
NW2 2DY,Current ULEZ
NW11 6SH,Current ULEZ
NW11 6NU,Current ULEZ
N2 9BT,Current ULEZ
N2 0HF,Current ULEZ
N2 9AB,Current ULEZ
NW11 6NR,Current ULEZ
N2 9AH,Current ULEZ
N2 9AS,Current ULEZ
NW2 2BH,Current ULEZ
NW11 6NG,Current ULEZ
N2 8AJ,Current ULEZ
N2 8HH,Current ULEZ
NW11 7ET,Current ULEZ
N2 8HR,Current ULEZ
NW11 6UH,Current ULEZ
N2 8AB,Current ULEZ
NW11 6SP,Current ULEZ
NW11 6SG,Current ULEZ
NW11 6NJ,Current ULEZ
N2 9PJ,Current ULEZ
NW11 6NN,Current ULEZ
NW11 6HP,Current ULEZ
N2 9BU,Current ULEZ
NW11 6NE,Current ULEZ
N2 0HG,Current ULEZ
N2 9AY,Current ULEZ
NW11 6HN,Current ULEZ
NW2 2EG,Current ULEZ
N2 8AQ,Current ULEZ
NW11 0AF,Current ULEZ
N2 8HD,Current ULEZ
N2 8HL,Current ULEZ
N2 0HA,Current ULEZ
NW11 6SN,Current ULEZ
N2 9BW,Current ULEZ
N2 8EF,Current ULEZ
N2 8AD,Current ULEZ
N2 8AL,Current ULEZ
NW11 6UE,Current ULEZ
NW11 6NL,Current ULEZ
NW2 2EE,Current ULEZ
NW2 1TA,Current ULEZ
N2 9DP,Current ULEZ
N2 9DT,Current ULEZ
N2 9DS,Current ULEZ
N2 9DN,Current ULEZ
NW11 6UX,Current ULEZ
N2 9DR,Current ULEZ
N2 9BB,Current ULEZ
N2 9AG,Current ULEZ
N2 8HG,Current ULEZ
NW11 6HL,Current ULEZ
NW11 7EL,Current ULEZ
NW11 7EF,Current ULEZ
NW11 7ER,Current ULEZ
NW2 1TB,Current ULEZ
NW11 7ED,Current ULEZ
NW2 1DA,Current ULEZ
NW2 3DY,Current ULEZ
N10 1JT,Current ULEZ
NW2 2PA,Current ULEZ
N10 2PB,Current ULEZ
NW2 1DB,Current ULEZ
NW2 2PB,Current ULEZ
NW11 6LT,Current ULEZ
NW11 6DJ,Current ULEZ
N10 2NB,Current ULEZ
NW11 0LY,Current ULEZ
N10 1AH,Current ULEZ
NW11 0LX,Current ULEZ
NW2 3DX,Current ULEZ
NW2 1RT,Current ULEZ
NW2 1DD,Current ULEZ
NW2 1TD,Current ULEZ
NW2 2NY,Current ULEZ
N10 1AD,Current ULEZ
NW2 1RL,Current ULEZ
N10 2ER,Current ULEZ
NW2 1DE,Current ULEZ
N2 0JU,Current ULEZ
NW11 7BT,Current ULEZ
NW11 7SL,Current ULEZ
N2 0JT,Current ULEZ
NW11 7EG,Current ULEZ
N2 8BY,Current ULEZ
NW11 7BU,Current ULEZ
N2 9QL,Current ULEZ
NW11 7BS,Current ULEZ
NW11 6RG,Current ULEZ
NW11 7BY,Current ULEZ
NW11 7DL,Current ULEZ
NW11 7EB,Current ULEZ
NW11 7SJ,Current ULEZ
N2 8DJ,Current ULEZ
NW11 7BX,Current ULEZ
NW11 6RE,Current ULEZ
NW11 0NA,Current ULEZ
N2 9NH,Current ULEZ
N2 9FA,Current ULEZ
N2 8JG,Current ULEZ
NW11 6BN,Current ULEZ
N2 0UB,Current ULEZ
N2 8HP,Current ULEZ
NW11 9QX,Current ULEZ
N2 9FG,Current ULEZ
N2 9FH,Current ULEZ
N2 9AJ,Current ULEZ
N2 0TY,Current ULEZ
N2 0TX,Current ULEZ
NW11 7BA,Current ULEZ
N2 9FF,Current ULEZ
N2 0TP,Current ULEZ
NW2 1SL,Current ULEZ
N2 0TR,Current ULEZ
N2 0TU,Current ULEZ
NW2 1SN,Current ULEZ
N2 9AZ,Current ULEZ
N2 0TS,Current ULEZ
N2 0TT,Current ULEZ
NW2 1SZ,Current ULEZ
NW2 1QS,Current ULEZ
NW2 1DQ,Current ULEZ
NW2 6LW,Current ULEZ
NW11 6BP,Current ULEZ
N2 9FE,Current ULEZ
NW11 7BH,Current ULEZ
NW11 8NL,Current ULEZ
N2 9RG,Current ULEZ
N2 9RQ,Current ULEZ
N2 9QP,Current ULEZ
NW2 6GJ,Current ULEZ
N2 9RF,Current ULEZ
NW11 9AR,Current ULEZ
N2 9RE,Current ULEZ
N2 8DN,Current ULEZ
N2 9QJ,Current ULEZ
N2 8DE,Current ULEZ
NW11 8NP,Current ULEZ
NW11 8NH,Current ULEZ
NW2 1JF,Current ULEZ
NW11 8NG,Current ULEZ
NW11 8NN,Current ULEZ
NW11 8NJ,Current ULEZ
NW11 0AH,Current ULEZ
NW2 2EH,Current ULEZ
NW2 1BX,Current ULEZ
NW11 0JS,Current ULEZ
NW11 9QA,Current ULEZ
NW11 6EQ,Current ULEZ
N2 0JH,Current ULEZ
NW11 9AS,Current ULEZ
NW2 1JP,Current ULEZ
N2 0JQ,Current ULEZ
NW11 0JT,Current ULEZ
NW11 0JP,Current ULEZ
NW11 8EG,Current ULEZ
N2 8DL,Current ULEZ
NW11 0JR,Current ULEZ
N2 0JG,Current ULEZ
N2 0PX,Current ULEZ
NW2 1BY,Current ULEZ
NW2 1BW,Current ULEZ
N2 0JJ,Current ULEZ
N2 9QH,Current ULEZ
N2 0FA,Current ULEZ
N2 0AA,Current ULEZ
NW11 0JX,Current ULEZ
NW11 0RR,Current ULEZ
NW11 7TP,Current ULEZ
NW11 0RS,Current ULEZ
NW11 8EH,Current ULEZ
NW11 7LD,Current ULEZ
NW11 8EJ,Current ULEZ
NW2 2EJ,Current ULEZ
NW2 6LJ,Current ULEZ
NW2 1AF,Current ULEZ
NW11 9AF,Current ULEZ
NW11 8EP,Current ULEZ
NW11 7QE,Current ULEZ
NW11 9DG,Current ULEZ
NW3 7TW,Current ULEZ
NW3 7AP,Current ULEZ
NW11 8ED,Current ULEZ
NW3 7TN,Current ULEZ
NW11 6RU,Current ULEZ
NW11 7AJ,Current ULEZ
NW11 6RX,Current ULEZ
NW11 6SA,Current ULEZ
NW3 7TH,Current ULEZ
N2 0PR,Current ULEZ
NW3 7TT,Current ULEZ
NW3 7UR,Current ULEZ
NW11 6SB,Current ULEZ
NW11 7AG,Current ULEZ
NW11 7AL,Current ULEZ
N2 0XB,Current ULEZ
N2 0XD,Current ULEZ
NW3 7UJ,Current ULEZ
NW11 8AQ,Current ULEZ
NW3 7UB,Current ULEZ
NW3 7TU,Current ULEZ
N2 9JP,Current ULEZ
NW2 1LN,Current ULEZ
NW11 7BN,Current ULEZ
N2 0FE,Current ULEZ
NW11 7AH,Current ULEZ
NW11 9EE,Current ULEZ
NW11 9EJ,Current ULEZ
N2 8JT,Current ULEZ
NW11 9EH,Current ULEZ
NW11 7QG,Current ULEZ
NW11 6AR,Current ULEZ
NW11 6AL,Current ULEZ
N10 2JL,Current ULEZ
NW11 6QR,Current ULEZ
NW11 9AB,Current ULEZ
NW11 9EB,Current ULEZ
NW11 6QP,Current ULEZ
NW11 6QS,Current ULEZ
NW11 9AD,Current ULEZ
NW11 6AS,Current ULEZ
NW11 7QH,Current ULEZ
NW11 6AJ,Current ULEZ
NW11 9EA,Current ULEZ
NW11 6QT,Current ULEZ
NW11 9EG,Current ULEZ
NW2 1LT,Current ULEZ
NW2 1QL,Current ULEZ
NW11 9DY,Current ULEZ
NW11 6AP,Current ULEZ
NW11 6TR,Current ULEZ
NW11 7XT,Current ULEZ
NW2 2BD,Current ULEZ
N2 8BG,Current ULEZ
NW2 1PY,Current ULEZ
N2 0AZ,Current ULEZ
NW2 1QA,Current ULEZ
NW11 6YD,Current ULEZ
NW11 6YE,Current ULEZ
NW2 1QD,Current ULEZ
N2 8BE,Current ULEZ
N10 2HY,Current ULEZ
NW2 2EB,Current ULEZ
NW2 1QN,Current ULEZ
NW2 1QP,Current ULEZ
NW2 2AA,Current ULEZ
NW11 6YG,Current ULEZ
NW2 2AD,Current ULEZ
NW11 7XU,Current ULEZ
NW11 7QU,Current ULEZ
NW11 6XY,Current ULEZ
NW11 7QL,Current ULEZ
NW2 1QE,Current ULEZ
NW11 7QJ,Current ULEZ
NW11 6YA,Current ULEZ
NW2 1QH,Current ULEZ
NW11 6YJ,Current ULEZ
NW11 7QY,Current ULEZ
NW2 2AU,Current ULEZ
NW2 2ED,Current ULEZ
NW11 6YH,Current ULEZ
N10 2JA,Current ULEZ
NW11 6YL,Current ULEZ
NW2 1QB,Current ULEZ
NW11 7QS,Current ULEZ
NW11 7QP,Current ULEZ
NW2 1QJ,Current ULEZ
NW10 8GR,Current ULEZ
NW2 5QH,Current ULEZ
NW10 7BQ,Current ULEZ
NW10 8BG,Current ULEZ
NW6 5QY,Current ULEZ
NW10 9DR,Current ULEZ
NW6 5PT,Current ULEZ
NW2 6QU,Current ULEZ
NW10 8UL,Current ULEZ
NW10 5XB,Current ULEZ
NW2 5NP,Current ULEZ
NW2 5DT,Current ULEZ
NW2 6YJ,Current ULEZ
NW10 7RS,Current ULEZ
NW6 5DU,Current ULEZ
NW10 7GR,Current ULEZ
NW2 7TS,Current ULEZ
NW10 4AY,Current ULEZ
NW10 1LG,Current ULEZ
NW10 2QY,Current ULEZ
NW10 3NA,Current ULEZ
NW10 3BY,Current ULEZ
NW10 4HN,Current ULEZ
NW6 7DS,Current ULEZ
NW10 9DA,Current ULEZ
NW2 6HB,Current ULEZ
NW6 7BW,Current ULEZ
NW10 8TQ,Current ULEZ
NW2 4JX,Current ULEZ
NW2 4BG,Current ULEZ
